customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,intent
1868243,when will @115888 get it’s shit together my music literally stops playing all the time and it doesn’t let me play certain playlists,1868242,"@558076 Hey Sonia, that's not cool! What device and Spotify version are you using? Also, are you getting any error messages when this happens? /BH",when will get it’s shit together my music literally stops playing all the time and it doesn’t let me play certain playlists,"Hey Sonia, that's not cool! What device and Spotify version are you using? Also, are you getting any error messages when this happens? /BH",Playback_Issue
1868678,@SpotifyCares it appears that someone has been logging into my account. All my playlists are gone and recently played songs are not mine.,1868677,@558186 Hey Rebecca! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,it appears that someone has been logging into my account. All my playlists are gone and recently played songs are not mine.,Hey Rebecca! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN,Playlist_Library
1869064,@115888 I thought I was safe to leave it on shuffle but APPARENTLY I WAS WRONG,1869063,@558276 Hey! Thanks for the feedback. We'd suggest hitting the like or dislike button so that the radio station will be similar to your tastes /RK,I thought I was safe to leave it on shuffle but APPARENTLY I WAS WRONG,Hey! Thanks for the feedback. We'd suggest hitting the like or dislike button so that the radio station will be similar to your tastes /RK,Playback_Issue
1869100,@115888 i think my account has been hacked.  I recieved an email saying that my email address was changed. I never requested this.,1869099,"@558286 Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt",i think my account has been hacked. I recieved an email saying that my email address was changed. I never requested this.,"Hey, help's here! Can you DM us your account's email address? We'll check backstage /GK",Account_Security
1869344,@spotifycares can't log in from computer. Dowloaded latest app...this is how I get a hold of you 4 help??? Maybe I'll contact #tidal,1869343,"@558345 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG https://t.co/ldFdZRiNAt",can't log in from computer. Dowloaded latest app...this is how I get a hold of you 4 help??? Maybe I'll contact #tidal,"Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG",Login_Issue
1869680,@SpotifyCares upgraded to premium and it still says I have a free account. Fix?,1869679,@558430 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,upgraded to premium and it still says I have a free account. Fix?,Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR,Premium_Subscription
1870103,@SpotifyCares Yeah for the music playlist that I downloaded to play offline. Is there a difference? 🤔,1870102,@558533 1: We're afraid reinstalling the app would clear your Spotify cache which means you'll need to redownload your offline tunes. You'll...,Yeah for the music playlist that I downloaded to play offline. Is there a difference? 🤔,1: We're afraid reinstalling the app would clear your Spotify cache which means you'll need to redownload your offline tunes. You'll...,Downloads_Offline
1870174,"Hi @115888 - I am studying from Spain part online/part in-person MA at the University of Nottingham, but I can't get student discount?",1870173,@558550 Hey there! We're here to help. Can you DM us your account's email address or username? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,"Hi - I am studying from Spain part online/part in-person MA at the University of Nottingham, but I can't get student discount?",Hey there! We're here to help. Can you DM us your account's email address or username? We'll take a look under the hood /AN,Family_Student_Plan
1870176,@SpotifyCares I signed up for student premium but I'm still receiving ads. Any help?,1870175,"@558551 Hey there, help's here! Could you DM us your account's username and email address? We'll take a look under the hood 🔍 /DQ https://t.co/ldFdZRiNAt",I signed up for student premium but I'm still receiving ads. Any help?,"Hey there, help's here! Could you DM us your account's username and email address? We'll take a look under the hood 🔍 /DQ",Family_Student_Plan
1870488,@115888 somebody hacked my account and changed my email,1870487,"@558637 Hey there, help's arrived! We’re sorry to hear that. Check out https://t.co/QHn3ok8y2n for what to do next /JQ",somebody hacked my account and changed my email,"Hey there, help's arrived! We’re sorry to hear that. Check out for what to do next /JQ",Account_Security
1871599,"@SpotifyCares I upgraded my Spotify back to the family plan &amp; my account is back to the ""free"" version. I'm in a road trip right now. Help",1871598,@558917 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,"I upgraded my Spotify back to the family plan & my account is back to the ""free"" version. I'm in a road trip right now. Help",Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR,Family_Student_Plan
1871860,When your @117168 premium student discount needs to be renewed but you're not in college anymore &lt;&lt;&lt;&lt;,1871859,@558983 Hey Tracey! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,When your premium student discount needs to be renewed but you're not in college anymore <<<<,Hey Tracey! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR,Family_Student_Plan
1871873,"@SpotifyCares trying to add account in the premium family account but when i click add, takes me to wrong web page like i havent signed up",1871872,@558986 Hey Nolan! Can you DM us your username and the email address of the family member you're trying to add? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,"trying to add account in the premium family account but when i click add, takes me to wrong web page like i havent signed up",Hey Nolan! Can you DM us your username and the email address of the family member you're trying to add? We'll take a look backstage /LO,Family_Student_Plan
1871992,"@SpotifyCares
I can't manage my Family member list, could you please verify ?
Thanks",1871991,@559015 Hey Bruno! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,"I can't manage my Family member list, could you please verify ? Thanks",Hey Bruno! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR,Family_Student_Plan
115255,"@117153 @SpotifyCares Hello, i signed up to an existing Family plan, but my account dont upgrade...",1872094,@559034 Hey Igor! Can you DM us your username and the Family plan owner's email address? We'll take a look backstage /LO https://t.co/ldFdZRiNAt,"Hello, i signed up to an existing Family plan, but my account dont upgrade...",Hey Igor! Can you DM us your username and the Family plan owner's email address? We'll take a look backstage /LO,Family_Student_Plan
1872131,@SpotifyCares y’alls system for management is crap I got charged for our family plan I expect my family to be able to listen. Fix ur system,1872130,"@559046 Hey there! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",y’alls system for management is crap I got charged for our family plan I expect my family to be able to listen. Fix ur system,"Hey there! Don't worry, we're here to help. Can you DM us your account's email address or username? We'll take a look backstage /MT",Family_Student_Plan
115245,@117153 @SpotifyCares I was charged for premium 3 days ago... It still shows I have a free account and dont have premium features... Please help. 🙏,1872481,"@559149 Hi Rosa, help's arrived! Could you DM us your account's username and email address? We'll do some digging 🔍 /JQ https://t.co/ldFdZR1cbT",I was charged for premium 3 days ago... It still shows I have a free account and dont have premium features... Please help. 🙏,"Hi Rosa, help's arrived! Could you DM us your account's username and email address? We'll do some digging 🔍 /JQ",Premium_Subscription
1872865,@115888 I would appreciate it if things like Dark Horse didn’t play when I hit shuffle on Harry Styles’ album. Thank you.,1872864,@559237 Hey Morgan! Could you let us know your account's email address or username via DM? We'll check backstage /RK https://t.co/ldFdZRiNAt,I would appreciate it if things like Dark Horse didn’t play when I hit shuffle on Harry Styles’ album. Thank you.,Hey Morgan! Could you let us know your account's email address or username via DM? We'll check backstage /RK,Playback_Issue
1873162,@SpotifyCares Hello my account got hacked by some random spanish peeps. But i managed to log out from all devices. What should i do?,1873161,"@559307 Hey, that's not cool. Can you fire over your account's email address via DM? We'll check under the hood /NY https://t.co/ldFdZRiNAt",Hello my account got hacked by some random spanish peeps. But i managed to log out from all devices. What should i do?,"Hey, that's not cool. Can you fire over your account's email address via DM? We'll check under the hood /NY",Account_Security
1873190,"@SpotifyCares I have the family plan n my husband is active on account, but is listed as ""free"" when signing on and cannot get the premium.",1873189,@559313 Hey Chantelle! Can you DM us the email addresses or usernames of your accounts? We'll take a look backstage /TC https://t.co/ldFdZRiNAt,"I have the family plan n my husband is active on account, but is listed as ""free"" when signing on and cannot get the premium.",Hey Chantelle! Can you DM us the email addresses or usernames of your accounts? We'll take a look backstage /TC,Family_Student_Plan
1873392,"@SpotifyCares Yeah, I just subscribed to Spotify Premium + Hulu Limited Commercials and I was charged twice and I want both charges reversed",1873391,"@559357 Hey Antonio, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt","Yeah, I just subscribed to Spotify Premium + Hulu Limited Commercials and I was charged twice and I want both charges reversed","Hey Antonio, help's here! Can you DM us your account's email address? We'll take a look backstage /JN",Payment_Refund
1873774,@117153 hey ! My payment for premium subscription has been approved but its not working. Can u help me fix that issue? Thx,1873773,@559434 Hey Denis! We're here to help. Can you DM us your account's email address or username? We'll take a look backstage /KM https://t.co/ldFdZRiNAt,hey ! My payment for premium subscription has been approved but its not working. Can u help me fix that issue? Thx,Hey Denis! We're here to help. Can you DM us your account's email address or username? We'll take a look backstage /KM,App_Technical
1873778,can @SpotifyCares put the first vixx album on spotify,1873777,"@514326 Hey there! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GK",can put the first vixx album on spotify,"Hey there! We’d love to have all of their stuff available, but we have some info about content here: /GK",Music_Content
1874202,@SpotifyCares I had a student premium account - had been charged £5 a month and the past 2 months i have been charged £10 without warning,1874201,@559517 Hi! We've just sent a DM your way. Let's carry on chatting there /GK,I had a student premium account - had been charged £5 a month and the past 2 months i have been charged £10 without warning,Hi! We've just sent a DM your way. Let's carry on chatting there /GK,Family_Student_Plan
1874678,@SpotifyCares.. need help accepting a family invite. I click on accept but it just goes to a generic page no place to redeem/enter code..?,1874677,@559658 Hey! Help's here. Can you DM us the email addresses registered in both yours and the plan owner's accounts? We'll take a look backstage /DD https://t.co/ldFdZRiNAt,.. need help accepting a family invite. I click on accept but it just goes to a generic page no place to redeem/enter code..?,Hey! Help's here. Can you DM us the email addresses registered in both yours and the plan owner's accounts? We'll take a look backstage /DD,Family_Student_Plan
1874687,@117153  i need to know about my premium account because  did not working,1874686,@559662 Hey there! The cavalry's here. Could you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt,i need to know about my premium account because did not working,Hey there! The cavalry's here. Could you DM us your account's email address? We'll take a look under the hood /KB,Premium_Subscription
1874693,"""can't play the current song"" well fuck you then @115888",1874692,"@559664 Hey! What device, operating system, and Spotify version are you using? Can you DM us your account's email address? We'll lend a hand /MV https://t.co/ldFdZRiNAt","""can't play the current song"" well fuck you then","Hey! What device, operating system, and Spotify version are you using? Can you DM us your account's email address? We'll lend a hand /MV",Playback_Issue
1874833,@SpotifyCares can you help get my daughter on my family plan.  No option to cancel her current free subscription,1874832,@559705 Hey Todd! Can you DM us your and your daughter's accounts' usernames or email addresses? We'll check backstage /AP https://t.co/ldFdZRiNAt,can you help get my daughter on my family plan. No option to cancel her current free subscription,Hey Todd! Can you DM us your and your daughter's accounts' usernames or email addresses? We'll check backstage /AP,Family_Student_Plan
1874892,@SpotifyCares how come I shuffle this album and it plays something completely unrelated? https://t.co/ga1W7HBu6U,1874891,"@559722 Hey Niall, help's here! Could you DM us with your account's username and email address? We'll take a look /TB https://t.co/ldFdZRiNAt",how come I shuffle this album and it plays something completely unrelated?,"Hey Niall, help's here! Could you DM us with your account's username and email address? We'll take a look /TB",Playback_Issue
1875080,"@117153 got a new phone, premium subscription is not working. Need fix",1875079,"@559762 Hey, that doesn't sound good. Can you DM us your account's email address or username? We'll check backstage /RK https://t.co/ldFdZRiNAt","got a new phone, premium subscription is not working. Need fix","Hey, that doesn't sound good. Can you DM us your account's email address or username? We'll check backstage /RK",Premium_Subscription
1875143,@115888 none of my playlists are working when I press shuffle. Wyd?,1875142,"@559782 Hey, that's not cool! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH",none of my playlists are working when I press shuffle. Wyd?,"Hey, that's not cool! Can you tell us what device, operating system, and Spotify version you're using? We'll see what we can suggest /CH",Playback_Issue
1875581,@115888 over 30 emails exchanged trying to get a refund from you and no one is doing anything. COMPLETELY FED UP!! DO NOT USE SPOTIFY!,1875580,@381791 Hey Angela! Sorry to hear about this. Could you send us a DM with your account's email address or username? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,over 30 emails exchanged trying to get a refund from you and no one is doing anything. COMPLETELY FED UP!! DO NOT USE SPOTIFY!,Hey Angela! Sorry to hear about this. Could you send us a DM with your account's email address or username? We'll take a look backstage /CH,Payment_Refund
1876073,@115888 its not shuffle if all the songs in my playlist are played in order by artist,1876071,@188975 Hi there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /NY,its not shuffle if all the songs in my playlist are played in order by artist,Hi there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /NY,Playback_Issue
1876072,"@SpotifyCares Judging off this post, the most recent edit was last year to the shuffle algorithm, and this has only been happening recently",1876074,"@188975 Got it. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /NY","Judging off this post, the most recent edit was last year to the shuffle algorithm, and this has only been happening recently","Got it. Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /NY",Playback_Issue
1876144,"@SpotifyCares I was just about to get a Student Premium and it canceled on me, now i've got a charge but wasn't able to verify i'm a student",1876143,"@560090 Hey, help's arrived! Could you send us a DM with your account's email address or username? We'll take a look backstage /CH https://t.co/ldFdZRiNAt","I was just about to get a Student Premium and it canceled on me, now i've got a charge but wasn't able to verify i'm a student","Hey, help's arrived! Could you send us a DM with your account's email address or username? We'll take a look backstage /CH",Family_Student_Plan
1877902,@SpotifyCares I just want the student discount. It had me pay b4 verifying my enrollment &amp; wants me to pay again to activate the subscription. IDontWanna,1877901,"@275708 Don't worry, we'll get that sorted out. Can you DM us your account's email address? We'll check what's up /GS https://t.co/ldFdZRiNAt",I just want the student discount. It had me pay b4 verifying my enrollment & wants me to pay again to activate the subscription. IDontWanna,"Don't worry, we'll get that sorted out. Can you DM us your account's email address? We'll check what's up /GS",Family_Student_Plan
1879549,"Add the Benny Benassi remix of ""Pretty Girls"" by wale, weensey from backyard and gucci mane. Can't live without this song @115888 @SpotifyCares it's the most unforgettable song in Project X",1879548,"@560992 Hi Robbie! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NY","Add the Benny Benassi remix of ""Pretty Girls"" by wale, weensey from backyard and gucci mane. Can't live without this song it's the most unforgettable song in Project X","Hi Robbie! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /NY",Music_Content
1879597,"@SpotifyCares @115888 a change of CC has destroy my family plan, their solution is for me to buy a iTunes card ? Horrible and unhelpful CS",1879596,@561003 Hi Osvaldo! Sorry to hear that you feel that way. Can you DM us your account's username or email address? We'll check things backstage /MU https://t.co/ldFdZRiNAt,"a change of CC has destroy my family plan, their solution is for me to buy a iTunes card ? Horrible and unhelpful CS",Hi Osvaldo! Sorry to hear that you feel that way. Can you DM us your account's username or email address? We'll check things backstage /MU,Family_Student_Plan
1880001,"@115888 when I search for an album and then select Shuffle Play, why does it play other songs by random artists instead?
#Annoying #NotCool",1880000,@561101 @115888 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /GT https://t.co/ldFdZRiNAt,"when I search for an album and then select Shuffle Play, why does it play other songs by random artists instead? #Annoying #NotCool",Hi there! Can you DM us your account's email address or username? We'll take a look backstage /GT,Playback_Issue
1880024,"@115888 when my app simply doesn't play even after hitting ""shuffle,"" on an album, why? It happens occasionally and sometimes won't fix itself even after restarting.",1880022,"@561110 Hey Ryan, help's here! Can you let us know the device, OS, and Spotify version you're running? We'll see what we can suggest /DB","when my app simply doesn't play even after hitting ""shuffle,"" on an album, why? It happens occasionally and sometimes won't fix itself even after restarting.","Hey Ryan, help's here! Can you let us know the device, OS, and Spotify version you're running? We'll see what we can suggest /DB",Playback_Issue
1880032,My account was charged but not yet verified for student premium. Can i refund my money?@SpotifyCares,1880031,"@561112 Hi Steven, help's here. Can you fire over your account's email address via DM? We'll check backstage and see what we can suggest /NY https://t.co/ldFdZRiNAt",My account was charged but not yet verified for student premium. Can i refund my money?,"Hi Steven, help's here. Can you fire over your account's email address via DM? We'll check backstage and see what we can suggest /NY",Payment_Refund
1880056,I tried ending my Spotify premium account AGAIN- instead I was charged for family plan without my permission. Not okay! @SpotifyCares,1880055,@561118 Hey! That doesn't sound right. Can you DM us your account's email address or username? We'll check things backstage /KM https://t.co/ldFdZRiNAt,I tried ending my Spotify premium account AGAIN- instead I was charged for family plan without my permission. Not okay!,Hey! That doesn't sound right. Can you DM us your account's email address or username? We'll check things backstage /KM,Family_Student_Plan
1880458,@SpotifyCares I can't log in on any device. My UN is Owen654321. I have sent a message thru your site but heard nothing.,1880457,"@561220 Hey Owen, help's here! Can you DM us your account's email address? We'll take a look backstage /JN https://t.co/ldFdZRiNAt",I can't log in on any device. My UN is Owen654321. I have sent a message thru your site but heard nothing.,"Hey Owen, help's here! Can you DM us your account's email address? We'll take a look backstage /JN",Login_Issue
1881577,"@115888 if I invite my wife to the family plan, why is it setting up a different family plan on her account?",1881576,"@184761 Hey, help's here! Could you DM us your account's email address or username along with that of your wife's? We'll take a look backstage /CO https://t.co/ldFdZRiNAt","if I invite my wife to the family plan, why is it setting up a different family plan on her account?","Hey, help's here! Could you DM us your account's email address or username along with that of your wife's? We'll take a look backstage /CO",Family_Student_Plan
1882096,"@3493 Excited to sign up for a family plan... gave up after 30 minutes of ""expired forms"" and ""Invalid Postal Codes.  Frustrating.",1882095,"@561659 Hey there, help's here! Can you DM us a screenshot of what you're seeing on your end? We'll see what we can suggest 🙂 /CG https://t.co/ldFdZRiNAt","Excited to sign up for a family plan... gave up after 30 minutes of ""expired forms"" and ""Invalid Postal Codes. Frustrating.","Hey there, help's here! Can you DM us a screenshot of what you're seeing on your end? We'll see what we can suggest 🙂 /CG",Family_Student_Plan
1882667,"@SpotifyCares Hi, I have gone on my app as usual &amp; this morning all my saved songs and albums are missing but yet my playlists are fine? - C",1882666,"@561832 Hey Carolyn, sorry for the delay! Can you DM us your account's email address? We'll figure out what's going on /RR https://t.co/ldFdZRiNAt","Hi, I have gone on my app as usual & this morning all my saved songs and albums are missing but yet my playlists are fine? - C","Hey Carolyn, sorry for the delay! Can you DM us your account's email address? We'll figure out what's going on /RR",Music_Content
1882953,"@SpotifyCares My family can't sign into their accounts.  We're on Premium Family.  Please help! Yes, they're in the same home.",1882952,@561920 Hey! Help's here. Can you DM us the email addresses tied to the accounts included in your Family plan? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,"My family can't sign into their accounts. We're on Premium Family. Please help! Yes, they're in the same home.",Hey! Help's here. Can you DM us the email addresses tied to the accounts included in your Family plan? We'll take a look backstage /RA,Family_Student_Plan
1883156,@115888 how do I get student discount for premium now I have an NUS? It says my UNIDAYS is restricted? #pleasehelp,1883154,@561979 Hey Manny! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR https://t.co/ldFdZRiNAt,how do I get student discount for premium now I have an NUS? It says my UNIDAYS is restricted? #pleasehelp,Hey Manny! Could you send us a DM with your account's email address or username? We'll take a look backstage /FR,Family_Student_Plan
1883269,"@115888 Hey! I'm trying to add a family member to my account, but it's giving me an error: ""600 - Oops something went wrong."" Can you help?",1883268,@562010 Hey! Help's here. Can you DM us your account's email address? We'll also need the same for your family member's account /JL https://t.co/ldFdZRiNAt,"Hey! I'm trying to add a family member to my account, but it's giving me an error: ""600 - Oops something went wrong."" Can you help?",Hey! Help's here. Can you DM us your account's email address? We'll also need the same for your family member's account /JL,Family_Student_Plan
1883295,"@SpotifyCares __email__
my family plan ends in November.",1883294,@562018 We suggest deleting your previous tweet as it has your email address. We've just sent a DM your way. Let's carry on chatting there /NQ,__email__ my family plan ends in November.,We suggest deleting your previous tweet as it has your email address. We've just sent a DM your way. Let's carry on chatting there /NQ,Family_Student_Plan
1883544,"@115888 i use hulu through you guys, w/ a student discount ive been using it for a month and now it wont let me. hulu said to conact you",1883543,"@562093 Hi Pam! Don't worry, we're here to help. Can you DM us your account's email address? We'll check things backstage /RI https://t.co/ldFdZRiNAt","i use hulu through you guys, w/ a student discount ive been using it for a month and now it wont let me. hulu said to conact you","Hi Pam! Don't worry, we're here to help. Can you DM us your account's email address? We'll check things backstage /RI",Family_Student_Plan
1883557,@SpotifyCares I can't add family members to my family plan.  Getting an error 4. no matter what I do.,1883556,"@562097 Hey! Can you DM us the email addresses or usernames on your family members' accounts, as well as your own? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt",I can't add family members to my family plan. Getting an error 4. no matter what I do.,"Hey! Can you DM us the email addresses or usernames on your family members' accounts, as well as your own? We'll take a look backstage /NQ",Family_Student_Plan
1883583,@116380 trying to add a family member to my Spotify premium and keep getting this error. What does it mean and how do we fix this? https://t.co/QOblyidjCl,1883582,"@562105 Hi there! Can you DM us your account's email address or username, as well as your family member's? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt",trying to add a family member to my Spotify premium and keep getting this error. What does it mean and how do we fix this?,"Hi there! Can you DM us your account's email address or username, as well as your family member's? We'll take a look backstage /NQ",Family_Student_Plan
1883967,@115888 put Feed Em To The Lions back on spotify,1883965,"@562152 Hey there! Fingers crossed we'll be able to have it again soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /DB",put Feed Em To The Lions back on spotify,"Hey there! Fingers crossed we'll be able to have it again soon, but there's info about Spotify content here: /DB",Music_Content
1883969,"@117153 I paid the premium Spotify account using Itunes, and my account is still free.",1883968,"@562153 Hey Daniel, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ https://t.co/ldFdZRiNAt","I paid the premium Spotify account using Itunes, and my account is still free.","Hey Daniel, help's here! Can you DM us your account's username and email address? We'll take a look backstage /MQ",Premium_Subscription
1884094,@SpotifyCares i paid for a premium family plan it doesn't work in my app but it works in my husbands.i tried w the TS but is not working.,1884093,"@562186 Hi there, that doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /AK https://t.co/ldFdZRiNAt",i paid for a premium family plan it doesn't work in my app but it works in my husbands.i tried w the TS but is not working.,"Hi there, that doesn't sound good. Can you DM us your account's email address? We'll take a look backstage /AK",Family_Student_Plan
1884207,@115888 should add “To get to You” by Johan Glossner ft. frida Winsth so I can listen to it in the car 😌 #please,1884206,"@562215 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NQ",should add “To get to You” by Johan Glossner ft. frida Winsth so I can listen to it in the car 😌 #please,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /NQ",Feature_Request
1884209,@SpotifyCares I’ve been having trouble for months trying to get the family plan to work. Im not receiving an invite. Can I get some help?,1884208,@562216 Hey Aaron! Help's here. Can you DM us the email address tied to the plan owner's account? We'll take a look backstage /RA https://t.co/ldFdZRiNAt,I’ve been having trouble for months trying to get the family plan to work. Im not receiving an invite. Can I get some help?,Hey Aaron! Help's here. Can you DM us the email address tied to the plan owner's account? We'll take a look backstage /RA,Family_Student_Plan
1055396,I had niall horan's album on shuffle when all of a sudden taylor swift started playing ????? @115888 get it together plz,1055397,@369367 1: Hey! It sounds like the Autoplay feature is switched on. Having the feature enabled means that once you finish the album/playlist a...,I had niall horan's album on shuffle when all of a sudden taylor swift started playing ????? get it together plz,1: Hey! It sounds like the Autoplay feature is switched on. Having the feature enabled means that once you finish the album/playlist a...,Playback_Issue
1884360,Hi I've paid for premium family.stephen hossack (babaluma1973) but can't add family members?@spotifycares,1884359,@562257 Hi there! Are there any error messages that appear when you do so? Can you DM us your account's email address or username? /NQ https://t.co/ldFdZRiNAt,Hi I've paid for premium family.stephen hossack (babaluma1973) but can't add family members?,Hi there! Are there any error messages that appear when you do so? Can you DM us your account's email address or username? /NQ,Family_Student_Plan
1884562,"@115888 why does Swedish House Mafia on shuffle only play the same remixes of the same 3 songs? And why do I care? Do you care, @115888?",1884560,@562311 Hey there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /GK,"why does Swedish House Mafia on shuffle only play the same remixes of the same 3 songs? And why do I care? Do you care, ?",Hey there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /GK,Playback_Issue
1886641,"Hello @SpotifyCares I've been charged twice for October, but your online help just sends me to Error 404 page. Please help!",1886640,"@562707 Hey Stef, help's here. Could you send us a DM with your account's email address or username? We'll take a look backstage /AY https://t.co/ldFdZRiNAt","Hello I've been charged twice for October, but your online help just sends me to Error 404 page. Please help!","Hey Stef, help's here. Could you send us a DM with your account's email address or username? We'll take a look backstage /AY",Payment_Refund
1886736,@SpotifyCares I just bought the student premium but it's not activating?,1886735,@562741 Hey Nathan! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,I just bought the student premium but it's not activating?,Hey Nathan! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA,Family_Student_Plan
1052717,"@SpotifyCares Fam, I'm running OSSierra. I can save Playlists for offline use but can't for individual Albums? #ijustwannalistentohamilton",1052718,"@368772 1: Hey there! To make an album available for offline listening, you'll need to convert it into a playlist, but you can support a...","Fam, I'm running OSSierra. I can save Playlists for offline use but can't for individual Albums? #ijustwannalistentohamilton","1: Hey there! To make an album available for offline listening, you'll need to convert it into a playlist, but you can support a...",Downloads_Offline
1887647,Hey @115888 your ap keeps crashing when I try to use it. either won't play the next song when one ends or says upgrade to listen anywhere,1887645,"@562984 Hey Stephen, help's here. What device, operating system, and Spotify version is this happening on? We'll see what we can suggest /AY",Hey your ap keeps crashing when I try to use it. either won't play the next song when one ends or says upgrade to listen anywhere,"Hey Stephen, help's here. What device, operating system, and Spotify version is this happening on? We'll see what we can suggest /AY",Playback_Issue
1887838,"@SpotifyCares hi, my student discount for premium account isn't working even though I have been verified as a student",1887837,@563040 Hey! Can you fire over your account's email address or username via DM? We'll take a look backstage /RC https://t.co/ldFdZRiNAt,"hi, my student discount for premium account isn't working even though I have been verified as a student",Hey! Can you fire over your account's email address or username via DM? We'll take a look backstage /RC,Family_Student_Plan
1888529,@115888 Spotify web player seems broken. Won't play anything in my browser (newest chrome on a chromebook). Was fine a couple of days ago.,1888528,"@563199 Hey, help's here. Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /KL",Spotify web player seems broken. Won't play anything in my browser (newest chrome on a chromebook). Was fine a couple of days ago.,"Hey, help's here. Does clearing your cache/cookies help? You might also want to try using an incognito window. Let us know how it goes /KL",Playback_Issue
1888572,@SpotifyCares As fun as it would be to do the digital equivelant of shelf stacking I have hundreds of songs can I put in a feature request for a bulk add?,1888574,@563214 We hear you! This sounds like a great idea. Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /GT,As fun as it would be to do the digital equivelant of shelf stacking I have hundreds of songs can I put in a feature request for a bulk add?,We hear you! This sounds like a great idea. Suggest it in our Community at and get support from other users /GT,Feature_Request
1888717,@115888 Still no trace of @46572's first album #SomethingWild 😢It's already 20 years old and is the only one missing!,1888716,"@563246 Hey James! We have some more info about missing content here: https://t.co/MEjmIRL2eB. If you have any other questions, give us a shout /KL",Still no trace of 's first album #SomethingWild 😢It's already 20 years old and is the only one missing!,"Hey James! We have some more info about missing content here: If you have any other questions, give us a shout /KL",Music_Content
1888873,"Someone got into my @115888 account, upgraded to a family plan and added 4 people to my account...",1888872,"@563288 Hey Victor, that's not cool! Could you DM us your username and email address? We'll take a look backstage /PX https://t.co/ldFdZRiNAt","Someone got into my account, upgraded to a family plan and added 4 people to my account...","Hey Victor, that's not cool! Could you DM us your username and email address? We'll take a look backstage /PX",Account_Security
1889080,@SpotifyCares my account has been hacked and I have had no support from Spotify 😡😡😡😡😡,1889079,@563352 Hi Stephen! We're sorry to hear that. Can you DM us your account's username and email address? We'll take a look backstage 🔍 /PI https://t.co/ldFdZRiNAt,my account has been hacked and I have had no support from Spotify 😡😡😡😡😡,Hi Stephen! We're sorry to hear that. Can you DM us your account's username and email address? We'll take a look backstage 🔍 /PI,Account_Security
