customer_tweet_id,customer_message,spotify_tweet_id,spotify_response,customer_message_clean,spotify_response_clean,cluster
600892,@115888 is it possible to get a discount on Spotify Premium for Family by paying for a whole year all at once?,600891,"@262532 Hi Andy! Right now, it isn't possible to sign up for a full year of Premium for Family, but you can sign up for the Annual Discount then upgrade to Premium for Family. Note that this will move your renewal date forward due to the difference in pricing. Hope this helped 🙂 /DB",is it possible to get a discount on Spotify Premium for Family by paying for a whole year all at once?,"Hi Andy! Right now, it isn't possible to sign up for a full year of Premium for Family, but you can sign up for the Annual Discount then upgrade to Premium for Family. Note that this will move your renewal date forward due to the difference in pricing. Hope this helped 🙂 /DB",2
2472598,"@SpotifyCares iOS, 7 Plus, Spotify Premium v: 8.4.26.793 https://t.co/5MP7hmH0GG",2472600,@173824 Thanks! Can you try to log out &gt; do a soft reset on your device by holding Home + Lock for 10 seconds &gt; log back in? Let us know if that helps /KT,"iOS, 7 Plus, Spotify Premium v: 8.4.26.793",Thanks! Can you try to log out > do a soft reset on your device by holding Home + Lock for 10 seconds > log back in? Let us know if that helps /KT,2
645105,"@SpotifyCares hi, hello there. I just want to know why my account subscription payment already expired in 7 days and i must pay again for premium subs?? I didnt change anything on my regular payment before, can you help me?",645104,"@273116 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt","hi, hello there. I just want to know why my account subscription payment already expired in 7 days and i must pay again for premium subs?? I didnt change anything on my regular payment before, can you help me?","Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG",7
104131,@SpotifyCares I know. I've been a premium subscriber for so many years and have never gotten any deal. It's the way cookie crumbles but don't I just think it's wrong.,104133,"@138957 Sorry to hear you feel that way. We don't have any specific info to share, but we'll be sure to let the right team know it's something you'd like to see. For anything else, we're just a tweet away /JE",I know. I've been a premium subscriber for so many years and have never gotten any deal. It's the way cookie crumbles but don't I just think it's wrong.,"Sorry to hear you feel that way. We don't have any specific info to share, but we'll be sure to let the right team know it's something you'd like to see. For anything else, we're just a tweet away /JE",7
1106815,"@SpotifyCares All good , I managed to get in finally but the issue is I can not sign in with my Facebook app account, I had to manually type it in.",1106816,@381216 That's great! Just give us a shout if you need anything else. We're... https://t.co/zOXI69QSqg /JU,"All good , I managed to get in finally but the issue is I can not sign in with my Facebook app account, I had to manually type it in.",That's great! Just give us a shout if you need anything else. We're... /JU,9
1794203,Why @115888 mobile app has no play button? Weird designers were working on this poor app,1794201,"@132143 Hey! That doesn't sound right. Can you let us know the device, OS, and Spotify version you're running? We'll see what we can suggest /KM",Why mobile app has no play button? Weird designers were working on this poor app,"Hey! That doesn't sound right. Can you let us know the device, OS, and Spotify version you're running? We'll see what we can suggest /KM",6
1865403,@SpotifyCares  I have a premium family acct under __email__ but My Account says Free Acct. so I get ads; please fix.,1865402,@557304 Hi there! We'd suggest deleting your tweet to keep your info private. Can you send us a DM instead? We'll do our best to help out /NJ https://t.co/ldFdZRiNAt,I have a premium family acct under __email__ but My Account says Free Acct. so I get ads; please fix.,Hi there! We'd suggest deleting your tweet to keep your info private. Can you send us a DM instead? We'll do our best to help out /NJ,7
620319,@115888 why am I listening to adverts I can't skip when I have premium?,620318,"@267232 Hey Meg, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt",why am I listening to adverts I can't skip when I have premium?,"Hey Meg, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG",7
1655995,@SpotifyCares I have not noticed anything else not working. Restart and log in/out did not work either.,1655993,@505338 Got it. Does this happen when logging in to other devices as well? /SJ,I have not noticed anything else not working. Restart and log in/out did not work either.,Got it. Does this happen when logging in to other devices as well? /SJ,0
248223,"lol @115888 @SpotifyCares please fix, the app is drunk 😂 https://t.co/6MJg7WzJuK",248222,@174972 Hey there! Help's here. Can you let us know the iOS and app version you're using? We'll see what we can suggest /PB,"lol please fix, the app is drunk 😂",Hey there! Help's here. Can you let us know the iOS and app version you're using? We'll see what we can suggest /PB,0
1079420,@SpotifyCares I have Virgin media account what is benefit of linking,1079419,"@374612 Hey Andrew! Unfortunately, we don't have this deal anymore. If you need anything else, just give us a shout /PX",I have Virgin media account what is benefit of linking,"Hey Andrew! Unfortunately, we don't have this deal anymore. If you need anything else, just give us a shout /PX",9
389434,"@SpotifyCares Ah sorted, many thanks!",389436,"@208172 Glad to hear that it's sorted now! If you need more help, you can always reach us here 🙂 /SY","Ah sorted, many thanks!","Glad to hear that it's sorted now! If you need more help, you can always reach us here 🙂 /SY",8
529240,@SpotifyCares hi. I’ve forgetting which email I set up my account with and can’t remember my password. Can you help please???,529239,"@235213 Hey Ellie! Sure, we can help. Can you DM us your username? We'll see what we can do /KT https://t.co/ldFdZR1cbT",hi. I’ve forgetting which email I set up my account with and can’t remember my password. Can you help please???,"Hey Ellie! Sure, we can help. Can you DM us your username? We'll see what we can do /KT",9
1270548,@115888 does it cost money?,1270547,"@417473 Hey there! Spotify Premium costs $9.99 a month, but if you haven't had it before, you can subscribe to a 30-day trial for free /LM",does it cost money?,"Hey there! Spotify Premium costs $9.99 a month, but if you haven't had it before, you can subscribe to a 30-day trial for free /LM",6
149344,@115888 hey can u guys please make the 9PHP promo for every user ITS A HARD LIFE U KNOW,149342,"@150028 Hey Nini! Right now, it's limited to new users who never had Premium before. Not to worry, we're taking on all feedback about this. In the meantime, you can check the current offer we have for you at https://t.co/Nvf3UAFInq. Hope this helps /JP",hey can u guys please make the 9PHP promo for every user ITS A HARD LIFE U KNOW,"Hey Nini! Right now, it's limited to new users who never had Premium before. Not to worry, we're taking on all feedback about this. In the meantime, you can check the current offer we have for you at Hope this helps /JP",0
1694969,i love that the spotify web player crashes at least once every hour while i’m at work.,1694968,"@514261 Hey there, help's here! To clarify, are you using the Spotify desktop app or web player? Keep us posted 🙂 /PX",i love that the spotify web player crashes at least once every hour while i’m at work.,"Hey there, help's here! To clarify, are you using the Spotify desktop app or web player? Keep us posted 🙂 /PX",2
2049178,@167274 @83909 all i want for christmas is merry christmas lil’ mama on spotify. PLEASE @SpotifyCares,2049177,"@606016 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NQ",all i want for christmas is merry christmas lil’ mama on spotify. PLEASE,"Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /NQ",2
2709259,"My discovery weekly is absolutely shit today, you're letting me down @115888  you guys have been on point the last few weeks but today's is :( , plis send a decent play list my way",2709258,"@760802 Hey, sorry to hear Discover Weekly wasn’t to your liking this week! It’ll be re-tuned on Monday. Check out &lt;inset Daily Mix, Fresh Finds, Release Radar&gt; in the meantime /NS","My discovery weekly is absolutely shit today, you're letting me down you guys have been on point the last few weeks but today's is :( , plis send a decent play list my way","Hey, sorry to hear Discover Weekly wasn’t to your liking this week! It’ll be re-tuned on Monday. Check out <inset Daily Mix, Fresh Finds, Release Radar> in the meantime /NS",6
1117024,"@115888 took some of my favorite  songs off, I was gonna let it slide but they took off Troubadour by George Strait &amp; that ain’t gonna fly",1117023,@383575 Hi Sunny! Can you let us know what device and version of Spotify you're using? We'll see what we can suggest /DR,"took some of my favorite songs off, I was gonna let it slide but they took off Troubadour by George Strait & that ain’t gonna fly",Hi Sunny! Can you let us know what device and version of Spotify you're using? We'll see what we can suggest /DR,0
2420182,@115888 OMG really!! Can I still get student premium if I already am on the regular premium one? Please!!!! Pretty Please!!!,2420181,"@695231 Hey there! To apply for the student discount, just head here: https://t.co/xbU7d8wpTJ. Let us know how this goes /CG",OMG really!! Can I still get student premium if I already am on the regular premium one? Please!!!! Pretty Please!!!,"Hey there! To apply for the student discount, just head here: Let us know how this goes /CG",7
1009405,@115888 The app but nothing happens. It is stuck like this,1009404,@358849 Hi there! Can you DM us your username or email address? We'll check backstage /HC https://t.co/ldFdZRiNAt,The app but nothing happens. It is stuck like this,Hi there! Can you DM us your username or email address? We'll check backstage /HC,0
1956989,@SpotifyCares Nah. Make Spotify Student work with NUS cards again and we'll talk.,1956988,"@580722 We understand. Right now, we don’t have any other info on this, but let us know if you need a hand getting set up with UNiDAYS /DN",Nah. Make Spotify Student work with NUS cards again and we'll talk.,"We understand. Right now, we don’t have any other info on this, but let us know if you need a hand getting set up with UNiDAYS /DN",2
1908381,@SpotifyCares Need to update payment details. Can't proceed without NUS number which I don't have because no longer a student...,1908379,@568519 Hi Glenda! Help's here. Could you DM us your account's email address or username? We'll take a look backstage /AU https://t.co/ldFdZRiNAt,Need to update payment details. Can't proceed without NUS number which I don't have because no longer a student...,Hi Glenda! Help's here. Could you DM us your account's email address or username? We'll take a look backstage /AU,0
2498917,"@115888 loving the stranger things theme, now please make a visualizer so I can have it going full screen! #Spotify #StrangersThings2 https://t.co/Om2Dpiyga1",2498916,"@713016 We hear you loud and clear, Chris! We can’t make any promises but we’ll pass your feedback onto the right folks /RH","loving the stranger things theme, now please make a visualizer so I can have it going full screen! #Spotify #StrangersThings2","We hear you loud and clear, Chris! We can’t make any promises but we’ll pass your feedback onto the right folks /RH",2
351213,By the looks of it this is very common and no one has found a solution? https://t.co/PaLfaUg6A0 @115888 @116130,351211,"@199557 Hi Andrea, help's here. Can you let us know the iOS and Spotify versions you're running? We'll see what we can suggest /NY",By the looks of it this is very common and no one has found a solution?,"Hi Andrea, help's here. Can you let us know the iOS and Spotify versions you're running? We'll see what we can suggest /NY",0
2218945,@115888 nasan na yung #reputation kelan nyo balak i-release?😢😢😢,2218943,"@648198 Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /NY",nasan na yung #reputation kelan nyo balak i-release?😢😢😢,"Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: /NY",0
1709600,@SpotifyCares I was trying to do the promo for the Hulu/student and I got charge 3 times,1709598,"@518004 Hey there, help's here! Can you DM us your account's email address? We'll check backstage /MO https://t.co/ldFdZRiNAt",I was trying to do the promo for the Hulu/student and I got charge 3 times,"Hey there, help's here! Can you DM us your account's email address? We'll check backstage /MO",7
2412708,@115888 you guys need to make the app available in Kenya too,2412707,@685945 Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP 🎶 /AU,you guys need to make the app available in Kenya too,Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: 🎶 /AU,0
1703327,"@SpotifyCares It worked, thank you!",1703326,"@516358 https://t.co/rkpsuGlCiy! If you need anything else, give us a shout /TR","It worked, thank you!","If you need anything else, give us a shout /TR",3
2877420,"@115888 Why you not here in India still? Will give so you much love. We want you here, please. https://t.co/bYZ0LtOw5m",2877419,"@145096 Hey Soumya! We also want to be able to play music in homes all over the world. Not to worry, we're launching regularly in new countries. Sign up here to be first to hear: https://t.co/XDwWzj7cLP. Let us know if we can help with anything else 🙂 /AY","Why you not here in India still? Will give so you much love. We want you here, please.","Hey Soumya! We also want to be able to play music in homes all over the world. Not to worry, we're launching regularly in new countries. Sign up here to be first to hear: Let us know if we can help with anything else 🙂 /AY",0
189666,"@SpotifyCares no, it didn't :( tried everything but I still can't create the playlist. it's not even greyed out but nothing happens after clicking on it.",189664,"@160485 Okay. Can we have you try reinstalling the app? To do so, just follow the steps at https://t.co/EqisDMwZAT. Let us know how it goes /JI","no, it didn't :( tried everything but I still can't create the playlist. it's not even greyed out but nothing happens after clicking on it.","Okay. Can we have you try reinstalling the app? To do so, just follow the steps at Let us know how it goes /JI",0
2158635,@3493 @115888 @SpotifyCares what is the Spotify offer code for DVSN's show? Presale was today &amp; I never received an email,2158634,@634069 Hey! We've just replied to your DM. Check your inbox /RH,what is the Spotify offer code for DVSN's show? Presale was today & I never received an email,Hey! We've just replied to your DM. Check your inbox /RH,2
1688966,@SpotifyCares iOS update seems to have fixed the issue. Thanks!,1688968,@184259 You're welcome! We're glad to hear everything's working now. Give us a shout if it starts misbehaving again; we're always here to help /RC,iOS update seems to have fixed the issue. Thanks!,You're welcome! We're glad to hear everything's working now. Give us a shout if it starts misbehaving again; we're always here to help /RC,8
2030978,@SpotifyCares every minute that #THECODE by #MONSTAX isn't available is a minute off my life 😔😔😔,2030977,"@600557 Hey Alyssa! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NY",every minute that #THECODE by #MONSTAX isn't available is a minute off my life 😔😔😔,"Hey Alyssa! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /NY",0
2065694,@SpotifyCares I cannot connect to hulu using my spotify student subscription. https://t.co/v0NZLme38Q,2065693,"@610871 Hey, help has arrived. Can you DM us your account's email address or username? We'll take a look backstage /RK https://t.co/ldFdZRiNAt",I cannot connect to hulu using my spotify student subscription.,"Hey, help has arrived. Can you DM us your account's email address or username? We'll take a look backstage /RK",2
1701512,@SpotifyCares Hm it's my work network maybe they have something.... I'll try again tomorrow and hopefully it will be better!,1701513,@242333 Sounds like a plan! We'll be right here waiting for your update /GU,Hm it's my work network maybe they have something.... I'll try again tomorrow and hopefully it will be better!,Sounds like a plan! We'll be right here waiting for your update /GU,0
2239794,"@SpotifyCares Thanks for answering. I'm in Israel, but I have a VPN with apparent endpoint USA. Doesn't seem to matter; I can't get in no matter what I try.",2239793,"@653065 We're afraid we aren't available there yet and can't guarantee that using a VPN will work, but you can try using an incognito window /DR","Thanks for answering. I'm in Israel, but I have a VPN with apparent endpoint USA. Doesn't seem to matter; I can't get in no matter what I try.","We're afraid we aren't available there yet and can't guarantee that using a VPN will work, but you can try using an incognito window /DR",8
1306501,"Dear @115888 Discover Playlist, 
I want good new music, not music that's already in my library.
Love and kisses
Estevan",1306499,"@425310 Hey there! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up /AR","Dear Discover Playlist, I want good new music, not music that's already in my library. Love and kisses Estevan","Hey there! To keep Discover Weekly fresh, keep listening to more of your favourite tunes. This will mix things up /AR",5
2306176,@SpotifyCares This is disappointing to say the least,2306178,"@669053 We're sorry you feel that way. Rest assured, we'll let the right team know it's something you'd like to see /TB",This is disappointing to say the least,"We're sorry you feel that way. Rest assured, we'll let the right team know it's something you'd like to see /TB",0
110083,@115888 I already registered for this promo yet it says it is availed 129 thru load. I thought it was just 9 pesos? Can you help me?,2808526,"@783262 Hey Serene, help's here! Can you send us a DM with your account's email address or username? We'll take a look backstage /AR https://t.co/ldFdZR1cbT",I already registered for this promo yet it says it is availed 129 thru load. I thought it was just 9 pesos? Can you help me?,"Hey Serene, help's here! Can you send us a DM with your account's email address or username? We'll take a look backstage /AR",0
590118,@125633 @27525 @27526 I keep getting an error message when contacting you how else can direct my question  to you regarding my account?,590116,@259543 Hey! You should have an email from the Artist Support team waiting for you /I,I keep getting an error message when contacting you how else can direct my question to you regarding my account?,Hey! You should have an email from the Artist Support team waiting for you /I,9
2203774,Why do I keep getting an ad for an app when I have premium? @SpotifyCares,2203773,"@644382 Hey Kathlaline, help's here! Could you DM us your account's username and email address? We'll take a look under the hood /DQ https://t.co/ldFdZRiNAt",Why do I keep getting an ad for an app when I have premium?,"Hey Kathlaline, help's here! Could you DM us your account's username and email address? We'll take a look under the hood /DQ",7
2532977,How can't I love these sweet People from @115888 ? with this I will have a great day 😍😍😍😍 @SpotifyCares https://t.co/wyW6Ge683d,2532976,"@572029 Aww, you made us blush! Give us a shout if we can help with anything else, otherwise... https://t.co/m4HWSbgHVZ 😁 /MA",How can't I love these sweet People from ? with this I will have a great day 😍😍😍😍,"Aww, you made us blush! Give us a shout if we can help with anything else, otherwise... 😁 /MA",0
67706,@SpotifyCares I have been logged out of my account. Received an email telling me my email had changed and I never asked to change it. Help please!,2913787,@806596 Hi there! We've just sent a DM your way. Check your messages /AG,I have been logged out of my account. Received an email telling me my email had changed and I never asked to change it. Help please!,Hi there! We've just sent a DM your way. Check your messages /AG,9
2234744,"Having issues on my #iPhoneX with @115888. Playing Spotify if another app steals audio (say YouTube), go back to Spotify and press play.. track plays but no audio. Fix is to close app and re-open. Anyone else? #spotifyissues",2234745,@651833 Thanks for the info. Could you try reinstalling the app? Just follow the steps at https://t.co/grEcQYYFVS. Let us know how it goes /NS,"Having issues on my #iPhoneX with . Playing Spotify if another app steals audio (say YouTube), go back to Spotify and press play.. track plays but no audio. Fix is to close app and re-open. Anyone else? #spotifyissues",Thanks for the info. Could you try reinstalling the app? Just follow the steps at Let us know how it goes /NS,6
782904,"@SpotifyCares Spotify isn't working on the pc app or on my phone. Can't access any online content, says it's in offline mode.",782902,"@306886 Hey Steve, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL","Spotify isn't working on the pc app or on my phone. Can't access any online content, says it's in offline mode.","Hey Steve, help's here. Can you let us know the device, OS, and Spotify version you're using? We'll see what we can suggest /KL",5
2792171,"@117153 Getting 503 and 504 messages when attempting to view Account Status from player (either desktop or web player).  OSX High Sierra/Chrome.  Any ideaa? Looking to upgrade and can't. This is from the UK, via Virgin Media broadband.",2792170,"@779256 Hey Steve, help's here! Everything looks good on our end now. Can you try using a different device, browser, or incognito window? Let us know if that makes a difference /RK","Getting 503 and 504 messages when attempting to view Account Status from player (either desktop or web player). OSX High Sierra/Chrome. Any ideaa? Looking to upgrade and can't. This is from the UK, via Virgin Media broadband.","Hey Steve, help's here! Everything looks good on our end now. Can you try using a different device, browser, or incognito window? Let us know if that makes a difference /RK",9
1030253,@SpotifyCares Just restarted. No change.,1030254,@363760 Hmm. Can you let us know the exact device and app version you're using? We'll see what we can suggest /PB,Just restarted. No change.,Hmm. Can you let us know the exact device and app version you're using? We'll see what we can suggest /PB,0
2150432,"@SpotifyCares Hi, does spotify automatically get new debit card details? I had to cancel my previous debit card and I'm certain I have not updated with my new card yet I've just been charged and my new details are now in the payment info. Thanks.",2150431,@632017 Hey Shona! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,"Hi, does spotify automatically get new debit card details? I had to cancel my previous debit card and I'm certain I have not updated with my new card yet I've just been charged and my new details are now in the payment info. Thanks.",Hey Shona! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN,0
2287372,can someone tell me why @115888 doesn’t have an apple tv app,2287371,"@664582 Hey there! We don't have any news to share about Apple TV right now, but you can vote for the idea here: https://t.co/quyaSSECJs /BH",can someone tell me why doesn’t have an apple tv app,"Hey there! We don't have any news to share about Apple TV right now, but you can vote for the idea here: /BH",0
1789323,@SpotifyCares Nope still doesn't work ... Even deleted the com.spotify.music folder,1789324,@537494 Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon! /RH,Nope still doesn't work ... Even deleted the com.spotify.music folder,Our best tech folks are on the case as we speak. Hopefully we'll have a fix soon! /RH,5
833702,@SpotifyCares Both Windows and Android clients are up to date. Spotify songs downloading just fine. Just you don't have this one song. Local one won't go.,833704,@318536 Got it. Could you also DM us your account's username or email address? We'll take a look under the hood /JO https://t.co/ldFdZRiNAt,Both Windows and Android clients are up to date. Spotify songs downloading just fine. Just you don't have this one song. Local one won't go.,Got it. Could you also DM us your account's username or email address? We'll take a look under the hood /JO,6
1074047,"Yo @115888, the app keeps crashing every time I try to share a song on my pixel!",1074046,"@373415 Hi Anelise! Our best tech folks are on the case as we speak. Hopefully, we'll have a fix soon /AU","Yo , the app keeps crashing every time I try to share a song on my pixel!","Hi Anelise! Our best tech folks are on the case as we speak. Hopefully, we'll have a fix soon /AU",6
155349,"@SpotifyCares Yep, hacked. Your anti fraud systems are shit. A couple of accounts added to my family account. Can you please check what else has been done to my account?",155346,"@151628 Hey John, We’re sorry to see this. Check out https://t.co/QHn3ok8y2n for what to do next /TB","Yep, hacked. Your anti fraud systems are shit. A couple of accounts added to my family account. Can you please check what else has been done to my account?","Hey John, We’re sorry to see this. Check out for what to do next /TB",9
2622871,@SpotifyCares I have another question,2622872,@740999 Absolutely! We're here to help with any other questions you may have /JI,I have another question,Absolutely! We're here to help with any other questions you may have /JI,0
1715266,@SpotifyCares Yes! MacBook Pro macOS Sierra 10.12.6 &amp; Spotify 1.0.65.320.gac7a8e02 / OnePlus 3T running Android 7.1.1 &amp; Spotify 8.4.23.784 armV7.,1715268,"@519483 Got it! And to confirm, does the issue happen across all your devices, or just one? Let us know /RV",Yes! MacBook Pro macOS Sierra 10.12.6 & Spotify 1.0.65.320.gac7a8e02 / OnePlus 3T running Android 7.1.1 & Spotify 8.4.23.784 armV7.,"Got it! And to confirm, does the issue happen across all your devices, or just one? Let us know /RV",2
1265919,"@SpotifyCares The old trusty ""Have you turned it on and off again?"" - Yes, I shut my computer down every night.",1265921,@416431 We understand. Could you DM us your account's username or email address? We'll take a look under the hood /JO https://t.co/ldFdZRiNAt,"The old trusty ""Have you turned it on and off again?"" - Yes, I shut my computer down every night.",We understand. Could you DM us your account's username or email address? We'll take a look under the hood /JO,0
369734,"@SpotifyCares Me: I want my username to be this
Spotify: okay so your DISPLAY name is that but your login username is ""ahakbrnrbrbnrn172882jjanabw"" okay?",369733,"@203582 2: see this name when they visit your profile. Don't worry, we're passing on all feedback about this on to the right folks /CH","Me: I want my username to be this Spotify: okay so your DISPLAY name is that but your login username is ""ahakbrnrbrbnrn172882jjanabw"" okay?","2: see this name when they visit your profile. Don't worry, we're passing on all feedback about this on to the right folks /CH",0
890661,@SpotifyCares Well the only time I use offline music is when I'm not in wifi and the only time I'm not in wifi is in my car so I can't really test it out,890662,"@331476 Hmm, that's odd. Just to check, do your playlists remain downloaded? /MT",Well the only time I use offline music is when I'm not in wifi and the only time I'm not in wifi is in my car so I can't really test it out,"Hmm, that's odd. Just to check, do your playlists remain downloaded? /MT",5
2268736,"@SpotifyCares I'm having trouble signing up for the Hulu+Spotify Premium deal and it's just not working for me, I have canceled my subs on both websites and did the process over all again and it still doesn't work, I hope I'm not charged twice. Help me get the $4.99 thing done TY",2268735,@660214 Hi! Could you send us a DM with your account's email address? We'll take a look backstage and see what we can suggest /DR https://t.co/ldFdZRiNAt,"I'm having trouble signing up for the Hulu+Spotify Premium deal and it's just not working for me, I have canceled my subs on both websites and did the process over all again and it still doesn't work, I hope I'm not charged twice. Help me get the $4.99 thing done TY",Hi! Could you send us a DM with your account's email address? We'll take a look backstage and see what we can suggest /DR,2
2862713,@SpotifyCares There are some rumours here in Romania regarding your service launch on 28 november. Even the press related about this!,2862715,"@795212 Got it. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see 🙂 /KL",There are some rumours here in Romania regarding your service launch on 28 november. Even the press related about this!,"Got it. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see 🙂 /KL",0
1096833,@SpotifyCares I need to cancel premium from a deleted facebook linked account. I cannot log in to cancel. Please assist.,1096832,@378826 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,I need to cancel premium from a deleted facebook linked account. I cannot log in to cancel. Please assist.,Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,9
1798677,@115888 Was wondering why my visa prepaid card isn’t being accepted as payment for premium. When the website says you accept prepaid cards?,1798675,@540453 Hey Faith! Let's make sure your card meets all the requirements on the picture below. Keep us posted /BH https://t.co/l1DmRx640l,Was wondering why my visa prepaid card isn’t being accepted as payment for premium. When the website says you accept prepaid cards?,Hey Faith! Let's make sure your card meets all the requirements on the picture below. Keep us posted /BH,7
1194212,@SpotifyCares Thank you so much! I followed your instructions and I'll keep you posted! Sorry I'm in night mode https://t.co/QxrBxkNo26,1194211,@342991 No worries! We'll keep an eye out for your update /RH,Thank you so much! I followed your instructions and I'll keep you posted! Sorry I'm in night mode,No worries! We'll keep an eye out for your update /RH,3
2183069,@115888 needs to change the way songs gets shuffled. I’ll be listening to bryson tiller and then a mariachi band will start playing next like wtf,2183068,@639477 Hey Jolly! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /DQ,needs to change the way songs gets shuffled. I’ll be listening to bryson tiller and then a mariachi band will start playing next like wtf,Hey Jolly! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: /DQ,5
1283779,@SpotifyCares So far it's just Florence + the Machine songs. It's an Android,1283782,"@420306 1: Can you send us the model of your phone, and the Spotify version you're running? Can you try logging out, restarting the app, then... /SJ",So far it's just Florence + the Machine songs. It's an Android,"1: Can you send us the model of your phone, and the Spotify version you're running? Can you try logging out, restarting the app, then... /SJ",6
2536600,@115888 i would love if you stopped take it off IDGAF by Dua Lipa of my musics,2536598,"@721585 Hey! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /DR",i would love if you stopped take it off IDGAF by Dua Lipa of my musics,"Hey! To reduce the number of Suggested Tracks you get, try adding more artists into your playlists /DR",0
384894,@SpotifyCares It didn’t work. Seems to be when I plug it into my usb to play in my car,384895,@207122 Thanks for trying. Could you send us your account's email address or username? We'd like to check further /RK https://t.co/ldFdZRiNAt,It didn’t work. Seems to be when I plug it into my usb to play in my car,Thanks for trying. Could you send us your account's email address or username? We'd like to check further /RK,6
2547430,"I must say, Spotify's customer service deserves an A++",2547429,"@723977 Hey Czarisse! You've made us blush a little. If you need a hand with anything, just https://t.co/AUc7DGJpgF 🙂 /LP","I must say, Spotify's customer service deserves an A++","Hey Czarisse! You've made us blush a little. If you need a hand with anything, just 🙂 /LP",2
2045142,@115888 can you give me one code for spotify premium please ?,2045141,"@604802 Hey Damien! If you haven't had Premium before, head over to https://t.co/zgnxs5kPEu to grab the 30-day Premium trial for your account /SY",can you give me one code for spotify premium please ?,"Hey Damien! If you haven't had Premium before, head over to to grab the 30-day Premium trial for your account /SY",2
784862,"@SpotifyCares I pressed ""Learn More"" and then ""Get Started"" and then it takes me to a screen to edit credit card info.  Don't see another option.",784861,@307284 No worries! Could you DM us your Spotify account's email address? We'll take a look under the hood /BH https://t.co/ldFdZRiNAt,"I pressed ""Learn More"" and then ""Get Started"" and then it takes me to a screen to edit credit card info. Don't see another option.",No worries! Could you DM us your Spotify account's email address? We'll take a look under the hood /BH,0
1788239,"@SpotifyCares are the servers down? i can't log in on your website, and my spotify on my pc is just locked in offline mode",1788238,"@537170 Hi! Are you able to load other websites? Also, can you let us know what OS/Spotify version you're using? We'll see what we can suggest /WW","are the servers down? i can't log in on your website, and my spotify on my pc is just locked in offline mode","Hi! Are you able to load other websites? Also, can you let us know what OS/Spotify version you're using? We'll see what we can suggest /WW",5
2705887,Somehow my @115888 account randomly changed to UK and there goes 2 hours of my day.,2705885,"@759938 Hey there! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",Somehow my account randomly changed to UK and there goes 2 hours of my day.,"Hey there! Don't worry, help's here. Can you DM us your account's email address or username? We'll take a look backstage /MT",9
983068,@SpotifyCares days. How long can i have the error message before I lose my premium? (2/2),983067,@353066 Hey there! Can you DM us your account's email address? We'll take a look under the hood /QI,days. How long can i have the error message before I lose my premium? (2/2),Hey there! Can you DM us your account's email address? We'll take a look under the hood /QI,7
2065759,Always does this to me!!!!! @115888 https://t.co/yRdbeak2xz,2065758,@610892 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /MT,Always does this to me!!!!!,Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at They should help with this /MT,6
1280131,That moment when @115888 keeps playing suggested songs instead of songs in the playlist I'm trying to listen to. I care about the playlist!,1280129,@419521 Hey there! Can you DM us your account's email address and username? We'll take a look backstage /KL,That moment when keeps playing suggested songs instead of songs in the playlist I'm trying to listen to. I care about the playlist!,Hey there! Can you DM us your account's email address and username? We'll take a look backstage /KL,0
