text,intent
"feature request for mac app, profiles like work, home etc. I hate disabling/enabling proxy when at home/work :(",Feature_Request
"Nah man it's your app without premium I can't play whatever song I want on mobile, therefore, Spotify is dumb",Playback_Issue
I did but I need good music though Apple music doesn't have the music I like. All youtubers put their music on spotify only,Music_Content
What's up with your website? I get a blank screen when I want to add a family member to my account. Can't do it thru app either,Family_Student_Plan
Hi! I wrote to your specific email about my spotify account being hacked; the a-hole changed my email! Please help asap!,Account_Security
help! it wont let me back on my family plan after an address mistake 😭,Family_Student_Plan
Hi can you please add the Kesha and Nicki Minaj remix to Till the World Ends??,Feature_Request
i have subscribed to premium account but why still registered as a free account user? i try to log out then log in but nothing changes,Premium_Subscription
Dear saya sudah berlangganan premium dan sudah terima tanda pembayaran tapi kenapa masih terdaftar di free account? Thanks,Premium_Subscription
Is it possible to over listening to a playlist to the point it won't play anymore? 🤔,Playback_Issue
"someone else is using my account/changing music and I've tried everything to stop it, please help asap it's scary af",Account_Security
"my student discount runs out this month for premium membership. but i am still a student, how do i still get student discount?",Family_Student_Plan
"Samsung, Android, Version 8.4.23.784 armV7 Sorry for the late reply. I can see some of the songs again, but there's still one missing.",Music_Content
"new to this, created a play list, hit shuffle but just plays all Beatles tracks on there-nothing else?",Playback_Issue
twice my app has crashed on my iPhone 7 and deleted all of my songs. Any way to prevent this in the future?,App_Technical
I have been charged twice! Can you help?,Payment_Refund
I was listening to the thrill of it all on my laptop and now it won't play any of the songs from my library.,Playback_Issue
why do you keep forcing suggested tracks on me? Why can't I just shuffle my albums in peace???????,Playback_Issue
Tfw my playlists from when I was 21 are forever gone because some douche canoe hacked into my account,Account_Security
My piece of shit account was hacked and I was directed to create a new account instead of them fixing it! #Spotify,Account_Security
hey someone else has been in my account but i changed the PW so np but i was already premium but not anymore whats going on?,Account_Security
trying to buy a premium gift card and your web site check out is not working. Can you assist?,Premium_Subscription
ey is this a known bug or what? the text from whatever playlist I was on overlays over the entire GUI for the rest of the app. I can interact with the app normally except for the top portion which gets blocked by the shuffle button,Playback_Issue
"I already have an existing Student Premium Account, But i can't find the link to activate my Hulu account with it. Please Help :)",Family_Student_Plan
"I should be eligible 4 student discount (enrolled @ UNC Chapel Hill), but when I enter details, can't verify. Can you help?",Family_Student_Plan
You should add the option to see our most played songs,Feature_Request
show this to your devs - cannot play in Chrome 61 mac :( #payingcustomer,Playback_Issue
put every single South Park album and song on Spotify cowards,Music_Content
why do you make it so hard to unlink or login facebook accounts and email ? I cant login either way regardless.,Login_Issue
"is there a reason the shuffle button ain't workin on your PS4 app? If I wanted to hear whole albums, I'd have picked albums...",Playback_Issue
I'm a student & I recently did the Hulu/student premium subscription however instead of being charged $4.99 I was charged $9.99? 🤔,Family_Student_Plan
I love it but i can no longer use it since i don't live in EU zone. I miss it. Please add Russia for loyal users,Feature_Request
"got another problem, the app keeps crashing? 😩",App_Technical
"Thanks, I changed pwd and email address, & kicked all the offline devices off so good now. When will you implement 2 factor authentication?",Downloads_Offline
having issues w/ playback on iPhone X. Seems that every time I get a call in the middle of music the app crashes. Dsnt resume,App_Technical
"Hey guys, someone got into my account. I've already restored my password, but I've lost ALL my playlists :( What can I do?",Account_Security
when will you put you fill up my senses on spotify,Music_Content
I have a Premium account but cannot play music on my devices (speakers).,Playback_Issue
hi. i dnt remember setting up an address when i started the family plan.pls help.,Family_Student_Plan
Finally signed up for Spotify premium and they double charged me.. wtf thanks,Payment_Refund
i️ signed up for hulu + spotify student discount. spotify took out $4.99 as agreed but hulu took their full portion out. did i️ miss a step?,Family_Student_Plan
"My mother pays for spotify family plan and you double charged her in september, and this month said she didnt pay buy we did.",Payment_Refund
"Thank you ! I just voted! If you're a Vet and would like the student discount offered for us, go vote for it! It may happen 😉",Family_Student_Plan
Help! My account has been hacked I think! Can’t login and got email from you saying I’d changed my email address! I didn’t!,Account_Security
"I can't play some artists on Spotify (Guetta/Hardwell/Maroon 5). ""This track isn't available"". What can I do?",Playback_Issue
"Am subscribed to Spotify premium, tried to play music today it says I only have a free account. No notification. Why?",Premium_Subscription
"This is a feature request, not a bug. Do you have this feature in your mac software for ANY make or model?",Feature_Request
I've been getting this message for quite a few artists now. The music appears to be available but won't play. Friends say it works for them.,Playback_Issue
Have Mumford & Sons and Kendrick Lamar been removed or is it something else. Won't play on Android or Desktop,Playback_Issue
Thanks for taking $10.99 out when I've been signed up for the student premium for a year or so and I get it half off,Family_Student_Plan
"app keeps undownloading my offline songs. Good bye Spotify, hello .",Downloads_Offline
someone’s hacked my account and apparently there’s no way for me to change my password! #crock #fixthis #givememumoneyback,Account_Security
"""songs"" is now a 3 second preview. Playlists have a shuffle option and a 3 second preview option. I am so mad right now.",Playback_Issue
I can't contact you guys about my account because though I'm still paying for premium my facebook no longer exist and I cant log in,Login_Issue
"Yo, please add a Shazam feature on desktop and mobile.",Feature_Request
I was charged $10 even though I have a student discount plan,Family_Student_Plan
"great, i have no music to listen to since my apple music expired, spotify doesnt work and that old ass app only has sad ass songs.fuck",App_Technical
I dont know how to put a music on offline .,Downloads_Offline
Can I also download music offline?,Downloads_Offline
should add tabs to their app so u can interact w/ multiple artist pages at the same time.,Feature_Request
Hey I sent a DM I bought Spotify premium and its not working and I've tried all the steps to fix it and its not working.,Premium_Subscription
Yesterday I subscribed to premium and was charged multiple times for the transaction. How can I get a refund?,Payment_Refund
i need to freakin add Julions music back on there ASAP,Music_Content
Add and the song is showing on my notofocation bar but it wont play,Playback_Issue
No i dont the issue where it wont play songs has started today and the issue where songs just stop has happened for weeks,Playback_Issue
"so I've paid for spotify premium thru mobile banking earlier today, but it's still on free mode now, can u pls help to check",Premium_Subscription
"Hey Spotify, I logged in today to find I've been subbed to a few playlists by user ""dapjs"", a sign of a hacked account?",Account_Security
"hi, I want to change my username and I'm aware you can't. I have playlists and my student discount on this acc. What can I do?",Family_Student_Plan
kicked out of my account. I moved to the EU and tried to change payment method but can't log in due to 'wrong postal code'. HELP,Login_Issue
"Hi, I’ve just bought Spotify premium but I’ve received two receipts, does this mean I’ve been charged twice?",Payment_Refund
swiping to queue rarely ever works in offline mode (been like this forever ),Downloads_Offline
"Hello, my spotify account's reoccurring charge overdrafted my bank account. And I was hoping if you could refund the charge so I can get the refund from the overdraft charge. I get paid tomorrow and would reimburse my spotify account asap. Please :)",Payment_Refund
That playlist are in my account too? our accounts are hacked? Or spotify did this himself?,Account_Security
account has been hacked and you have no customer service phone number please contact me ASAP,Account_Security
yo whats up with this? cant log in to my spotify for artist page. i use Google Chrome on Win 7 64bit,Login_Issue
Hi spotify crashes unexpectly these days and now don't load (no error page only blank page),App_Technical
Help I cant play songs by certain artists at all across my devices laptop/phone,Playback_Issue
hi can you help my premium account has been downgraded to a free account and I don’t know why,Premium_Subscription
please add this song to swedish spotify I can’t live without it,Music_Content
It would be great if you could block artists from radio.,Feature_Request
"i did paid to premium, but my current status is still free, WTF!",Premium_Subscription
"the web player. randomly stops playing, logs me out, then either won’t let me log back in or play anything.",Playback_Issue
i love that the spotify web player crashes at least once every hour while i’m at work.,App_Technical
"Yo Spotify my access to your music is down and has been that way since 11/4. Alexa can't play your music. Vancouver, WA",Playback_Issue
hi um I paid for a premium acc but my account says that I'm still a free user. Help pls 😭,Premium_Subscription
Maintenance? We can't login. 🙁,Login_Issue
Hi ! The section about the student discount in your website doesnt work. Can you fix that ?,Family_Student_Plan
why when i want to manage premium family in spotify website it go blank page? Please help 🙏,Family_Student_Plan
I've been charged 3 times for premium yet haven't even received the premium??? I'd like a refund pls pal,Payment_Refund
"Are you experiencing any log in issues ? i can't log in spotify from the browser , pc and mobile works fine , dead page",Login_Issue
you guys need to add a setting to shut off all edited versions of song! Mood killer! #BitchDontKillMyVibe #DeadlyVenoms,Music_Content
I recently changed my account to a Student Discount rate but I have been charged $9.99 this month. Can you verify that the Student Discount has been processed please?,Family_Student_Plan
"Hello, I'm from Chile and I have been paying a family plan for 5 months. However, I am not able to use it, because I can not add more users to the family plan. What can I do to solve this? I really want the service that you are offering.",Family_Student_Plan
"I payed but cannot play "" ad free """,Playback_Issue
I can't get into my account. It says that I connect through FaceBook but when I try to connect it won't login.,Login_Issue
"I want to renew my student discount subscription, but when I put my credentials in the website cannot confirm that I am a student. Help please, I miss the low price and my Seinfeld",Family_Student_Plan
The buttons are too close to each other. Devs should add more padding / margin,Feature_Request
"so I signed up for student premium and it takes a few days, haven't heard anything and my CC been charged before verification?",Family_Student_Plan
I cancelled my subscription last month & you’ve just charged me again?! Refund please!,Payment_Refund
"i cant change my country. And i life now in an other country, but premium family cant connect because of this.. Please help",Family_Student_Plan
"So I've been hacked? That's reassuring... I tried to link my Facebook through the app a few days ago, has this caused it do you think?",Account_Security
I can't renew my Student Premium account because Spotify won't verify that I'm a student. Please Help!,Family_Student_Plan
someone hacked my account. Changed my email address email was sent to me and that was not my doing! Help!,Account_Security
(i have premium) I can’t listen to them? I was thinking maybe it didn’t work offline but I don’t know,Downloads_Offline
I can’t get unidays as my institution isn’t supported - does that mean I just can’t get the discount? 😔,Family_Student_Plan
"Paid $10 this month according to online receipt, but I registered with the student discount for $5. Can you help?",Family_Student_Plan
I was playing an album on shuffle that had all but one song left. It’s also happened on playlists with more than 100 songs.,Playback_Issue
"hello, I already paid for premium but why does it still on free mode?",Premium_Subscription
i paid for spotify premium one month but still in free subs please help,Premium_Subscription
Hello. My payment for premium account was succeed but why am I still on free account? Thank you.,Premium_Subscription
"Yes, but songs like this one are missing:",Music_Content
@ CCU students do any of you have Spotify/Hulu student discount? They keep saying they can’t verify that I’m a student. Someone help,Family_Student_Plan
music. Only once I got an error that said i couldn't add a song to my queue. Now the option just doesn't exist (2/2,Music_Content
hi can you please add Taemin’s flame of love album... thanks,Feature_Request
PC app starts right up no problems. Mac app sucks all my power and still doesn't work.,App_Technical
Ive got a big playlist and it doesn't shuffle more than 30 songs at once: the same songs are in the queue when i click shuffle,Playback_Issue
I signed up for the student discount (spotify+Hulu). I was charged twice & cannot access spotify premium when I log in!,Payment_Refund
"Thanks for the info! So if I have ONLY my new iPod with premium, I can access all of my playlists offline? Just to clarify!",Downloads_Offline
"I ran outta room on my phone- too many dope tunes! I have Premium; if I buy an iPod, will it allow me to use offline?",Downloads_Offline
invited a family member to family plan. he is travelling in Israel and cannot connect gets error please clarify. user DrTzvi,Family_Student_Plan
"Hi guys, I’m having horrendous battery issues with my phone and last time it was due to my offline device syncing having issues - can you check this isn’t the case again for me please?",Downloads_Offline
I saved that playlist with my 4g though waited for it to be complete then listened to it offline mode,Downloads_Offline
I'm on the latest Spotify & I just updated to the latest iOS version. Tried logging out & back in & most of the songs still won't play.,Playback_Issue
please add “we made it” by drake ❤️,Feature_Request
If you've been a paying customer for 4 years on and your account gets #hacked don't bother asking for help you won't get none,Account_Security
hi it's me again. Y'all charged me 120$ but it's saying my payment didn't work and suspended my premium,Payment_Refund
"Hey, can you please add back, You Belong To Me by The Duprees, please & thank you.",Feature_Request
why was my student discount not applied this month???,Family_Student_Plan
someone contact mort's people!!! who can posthumously put his music on spotify!!!,Music_Content
"Any way of blocking an artist? I’ve “down voted” this one artist about 20 times today, but your “shuffle radio” plays them.",Playback_Issue
Hi. I've already paid for a 1 month premium subscription via an ATM yesterday but my account status is still 'free'? how do i solve this thx,Premium_Subscription
PLEASE PUT THE CODE ALBUM on spotify. Coz monbebes are waitinggggg.,Music_Content
why has my account been hacked and playlists deleted??,Account_Security
why can’t a family member accept family invite for Spotify,Family_Student_Plan
. has incorrectly added a song under our artist name. is not affiliated with us in any way.,Music_Content
"Just signed up for Premium Family and was successfully charged, but and all of my family members are getting errors signing in.",Family_Student_Plan
"hey I was in offline mode on my android a I restarted the phone. Now I can't login, it says I'm in offline mode. What the heck?",Downloads_Offline
"can't log in with the same log in details i've been using for like 5 years. Seriously, my only option to contact you is through twitter what kind of bull shit customer service is this. At least provide a gd email...",Login_Issue
"Anyone else having issues connecting to Phone says I'm offline, web just gives me spinning circle of death :(",Downloads_Offline
Tried availing of Student premium but didn’t push through yet my card was still charged. PLEASE fix this.,Family_Student_Plan
"Someone hacked my account, deleted all my playlists and changed my account to a family plan. what do I do?",Account_Security
"Yes, I'm connected all the time. The exact message is ""You are currently set to offline"" then ""Please go online to connect to Spotify""",Downloads_Offline
"""Offline mode"" is a joke at this point.",Downloads_Offline
Hello I have a question about the Family plan can you help?,Family_Student_Plan
I paid for my Premium account and i'm still using the free version And yes I tried everything,Premium_Subscription
I hit my library song limit again :( I wish i could shuffle through all the songs I've added. Have to prune songs into playlists :(,Playback_Issue
Can't login to my account with facebook. please help,Login_Issue
None the only thing that happens is any music stops playing,Playback_Issue
"half my music won't play! Trying to listen to Grimes but nothing happens when I tap, same with Florence, Hozier playing fine",Playback_Issue
Keeps saying cant play current song then does and keeps sticking when making playlists. Pretty anoying ?,Playback_Issue
Why doesn't allow you to download the Daily Mix playlists for offline listening?,Downloads_Offline
I think my account has been hacked. This is not a device I own? Help!,Account_Security
my student discount runs out in a few day. I have a NUS card but not Unidays as they do not support my training centre. Help!,Family_Student_Plan
What's up regarding the entire catalogs of Beck and The War on Drugs? I can't play any of their music and others artists too,Playback_Issue
"Excuse me , since when do i need premium just to use shuffle play, it's been doing this ever since i cancelled my membership.",Playback_Issue
why you're app is still doesn't work in the Middle East!! We will be glad if you make it available 😊,App_Technical
my account has been hacked!,Account_Security
Hey you should add music videos to your repertoire,Music_Content
How is the shuffle on your app so bad? I have thousands of songs and it's just alternating between two artists.,Playback_Issue
"If i buy spotify gift cards, does it work for the family plan?",Family_Student_Plan
"Someone seriously hacked my Spotify and deleted all my playlists, that is the devils work right there.",Account_Security
can't play daft punk,Playback_Issue
apparently I'm on holiday and can't log in 😭,Login_Issue
i cant login with facebook.. the website is down. #Germany,Login_Issue
"how about some real customer service getting back into my hacked account? Instead of ""we'll look into it""",Account_Security
why is my account disabled just bc I ended my own premium account and switched to a family plan.?,Family_Student_Plan
improvements... still does not help that i can predict the songs of what is goign to play next like im not even on shuffle.,Playback_Issue
. You guys need to fix shuffle play i can predict what song is going to play after 1 song plays xD,Playback_Issue
"Your app doesnt work. I try playing my playlist, but it doesn't play. It only plays suggestion song.",App_Technical
What's the song limit for offline mode?,Downloads_Offline
my spotify premium account got hacked help me please,Account_Security
Not worth it anymore if my music don't play or stops playing mid song,Playback_Issue
Hey so this doesnt count if ive been listenin the albums offline sing day 1 😢,Downloads_Offline
Hmmm so how do you judge offline playlists lol. Its ok i guess..,Downloads_Offline
I pay a monthly subscription and i'm unable to browse while offline or listen to anything I haven't downloaded.,Downloads_Offline
Woke up and realized my account was hacked. Pls help,Account_Security
why is it impossible to add someone to my family plan? I️ fill out the info and the page keeps deleting my info,Family_Student_Plan
"my account got hacked and someone changed my email, I need my account back",Account_Security
"Turns out ’s family plan only works if you’re under the same roof, bc no one on earth doesn’t live with their family",Family_Student_Plan
& My account was hacked & I cant change the password or email address and there's no phone number to speak to someone. HELP NOW,Account_Security
can't play songs on my Spotify web player today.. am accessing it from japan😞 助けてください!,Playback_Issue
"My account has been hacked, email changed and I'm locked out. Can you help?",Account_Security
I was wondering hoe often do I have to renew my student discount. The last time I renewed it was in July and I have been charged to the full $9.99 montly for the past 3 months including this month so that means I renewed it and it was $4.99 for 1 month.,Family_Student_Plan
My app is not working and I️ am currently dying. Guess I’ll go back to vinyl 🤷🏻‍♂️,App_Technical
I suddenly can't play any St. Vincent. I get the feeling your product continually becomes less stable #SpotifyBugs,Playback_Issue
needs to fix their damn shuffle feature. I've heard 5 Post Malone songs in a row on a playlist with 12+ other artists. TF?,Playback_Issue
I have the student premium but was charged $9.99 this month ???,Family_Student_Plan
you charged my account twice and over drawn my account. We need to talk about this refund y'all about to give me .,Payment_Refund
"Could you please add newest album New Wave to the new release list. Not seeing it at all sadly, its a great album",Feature_Request
"I try to shuffle in playlist and it really doesn't play randomly, plays the same artist almost continuously. Don't know what connect is",Playback_Issue
if i only have 3 active members on my family plan and one removed before i still can add 2 more correct ? Im not seeing openings?,Family_Student_Plan
my offline music constantly undownloads so jarring. Wasting my data,Downloads_Offline
"YASSSSSS ✨🙌🏼✨🙌🏼 , please add this?!",Feature_Request
No the app didn't crash which is why I'm confused,App_Technical
"Hi, can't play music in web player/mobile app with the free account I use at work. My premium account seems to be working tho",Playback_Issue
"account was breached, able to change email, sign up for family plan without any notification to me? DM right now pls",Family_Student_Plan
please add lyric a every song🙌🏽🤞🏽🙏🏽,Music_Content
"my family member got kicked off my plan, and we're getting errors when we type in our address to get him back on.Can you help?",Family_Student_Plan
why on earth have you added Chris and kems song to grime shutdown without a public service announcement first,Music_Content
"needs to sort out the next button when it’s on shuffle, a don’t wanna listen to the same artist 5 times over that’s why I shuffled n payed money for it",Playback_Issue
Why can't I add family member to my Spotify premium account???? #frustrated #spotify #spotifypremium,Family_Student_Plan
"this isn’t my iPhone, nor is it any iPhone in my family plan. What is going on here? Changed password already. Signed out everywher",Family_Student_Plan
"Hi, I can't play songs from many artists that I usually listen like (Pearl Jam, Rise Against, etc) Already tried restarting",Playback_Issue
yo my Spotify mobile isn’t working it will play a song then when it ends the app just crashes and this happens on every song,App_Technical
My username for Spotify is allisonkeeskitay please let me get my refund back and respond,Payment_Refund
"will you PLEASE, for the love of all that's still holy, FIX THE WINDOWS PHONE APP? IT JUST CRASHED 30 TIMES IN A ROW",App_Technical
just signed up for premium family plan my daughter cannot accept invite. We are both being treated as the plan admin.,Family_Student_Plan
"Hi, I accidentally bought the one year Spotify plan for $119.98 and I was wondering of how I could get a refund.",Payment_Refund
wait you're telling me the family plan doesnt include a Hulu subscription?? I was so sad I thought it did! we even pay more :(,Family_Student_Plan
"applied for student discount, trouble uploading the document, tried to upload them on desktop, charged ×2, account not active",Family_Student_Plan
"Hi, I have been charged twice, can you please help solve this?",Payment_Refund
I've just bought 12 months subscription by mistake! I wanted 30 day free trial. How can I cancel and get a refund??,Payment_Refund
good morning from Atlantic 🇨🇦. Noticed that I'm being charged twice for my account. 9.99$ and 14.99$. Can you help?,Payment_Refund
I sometimes get the feeling that your shuffle algorithm is flawed??? Or better yet is it truly random or based off listening habit?,Playback_Issue
"why i can't play BTS-DNA from any playlist? it says the song is not available, i can only play it from the album directly",Playback_Issue
signed up for the $4.99 student discount with hulu and just got charged $9.99 twice....I need my money.,Payment_Refund
My account is considered as not active when I'm currently using it and I can't log in on the desktop site due to it.,Login_Issue
When I try to play a song nothing plays. But when I try to shuffle it says This song is not available. And the same after a few tries.,Playback_Issue
"Hi! I just signed up for a student discount, however the subscription fee is charged twice from my Mastercard.",Payment_Refund
"Hey , and have an amazing podcast you should add to your lineup!! #NSDTxSpotify",Feature_Request
Its annoying when you cant login or CHANGE YOUR PASSWORD.. seems like a website issue..,Login_Issue
"I received an email that my email has been changed and now i cannot log in, i have premium and need to resolve this",Login_Issue
"Hey ! I can't login to my account on browser, some family mambers cannot access their accounts. Any known issue going on now?",Login_Issue
Was loggedout of account and cant log in (oops something Error) cant log in with Facebook no account no access to contact form,Login_Issue
"are the servers down? i can't log in on your website, and my spotify on my pc is just locked in offline mode",Downloads_Offline
what's wrong with Spotify? It keeps saying I'm offline.,Downloads_Offline
cut the lies of telling me I get 30 minutes add free music when I listen to two songs and get 5 minutes of ads,Music_Content
my spotify says i’m offline but i’m connected to internet,Downloads_Offline
Got 60-day post-groove trial started today. What happens if we want to switch to a family plan?,Family_Student_Plan
"Whenever I try to share a public playlist I've created, the Spotify app crashes. I'm on a Pixel 1, Android 8.0.0",App_Technical
I just want my refund. I got charged twice and I still don't have access to my spotify account.,Payment_Refund
"I can't play anything by Lorde, wtf m8? legal bs or a glitch?",Playback_Issue
Pretty sure my subscription is about to expire but the stupid email won't load,Premium_Subscription
I wish Spotify would allow you to add a new song to the top of a playlist instead of the bottom.,Music_Content
Why does never have a good shuffle?,Playback_Issue
My won't play Frank Ocean and I'm fucked up about it.,Playback_Issue
Pixel XL Android 8.0 SP10.05.2017 Spotify uninstalled/re-installed v8.4.22.87 armV7. Select Share playlist (or album) crashes,App_Technical
"my son is unable to accept a Premium for Family invite, Spotify signals error and just says ""try later"", it's very frustrating",Family_Student_Plan
How do I get the student discount?,Family_Student_Plan
"Hi . .! I need to update my info but I can't login, nor change my password via: #halp! 😰",Login_Issue
"hey if I forgot, after my free month, to put my premium account as a student one but changed it right now, can it be refund ?",Payment_Refund
can we put mixtapes on spotify,Music_Content
i tried to subscribe with student discount and failed but it's been paid. can i get this back? Thx.,Family_Student_Plan
I recently got a student discount but I'm on Spotify Preminum do I still have to pay 9.99 after Premium or will I be paying 4.99 for Student Discount or do I pay for both?,Family_Student_Plan
"Hey , I keep trying to invite my wife onto my new family plan, but she's not getting the email!",Family_Student_Plan
help help help i need help with my account.... my family plan heeeeeeeeeeeeelp!!!,Family_Student_Plan
"kind of silly can’t delete songs from history. Acct was hacked and they listened to random songs, messing w algorithm suggestions",Account_Security
"I just noticed today that someone hacked my spotify and changed my email and other settings, how can i fix this?",Account_Security
As of last night I can't login to Spotify but have not changed anything locally. What's going on? Thanks,Login_Issue
any reason can't play any of Metallica songs at moment? Can play everything else!,Playback_Issue
"Hey, I can't play any songs today? I get an error ""This song is not available"" Have they been pulled from the UK?",Playback_Issue
"Samsung S8, Android 7.0, Spotify 8.4.22.857armV7 there is only Shuffle Play but no Play",Playback_Issue
Hi there. I've been overcharged this month - how do I go about getting a refund?,Payment_Refund
How can I pay in advance for premium family subscription? thanks,Family_Student_Plan
Getting really tired of trying to get Spotify family plan codes to work for my family members. About to just cancel my plan altogether and find a better option...,Family_Student_Plan
Can you guys please add a feature that can allow os to update a profile picture,Feature_Request
since I changed to family plan i cannot access my account. The subscription cost has been deducted from my debit account,Family_Student_Plan
"If I drag a playlist into a folder (2-levels), Spotify fails to move the playlist and crashes drag and drop.",App_Technical
Why does Spotify have a student discount but not military. Just wondering,Family_Student_Plan
i got charged twice this month???,Payment_Refund
"Hey, so I can't log in to Spotify with my facebook. Please help me(i'm kind of annoyed)I just wanted to listen to Post Malone",Login_Issue
"Hey, Spotify family invite token code doesn’t appear to be working on the new device - do I need to make a new request?",Family_Student_Plan
you guys should add Wiz's kush and OJ and all of the cabinfevers to your library,Feature_Request
My account randomly decides to download my entire offline library when I'm on Wi-Fi once a week. Anyone know how to stop this?,Downloads_Offline
"- I paid for Premium Tuesday. Worked until today, then it reverted to Free. NONE of the online tips help.",Premium_Subscription
Please add Trout Mask Replica by Captain Beefheart & The Magic Band.,Feature_Request
"hello I have a problem, I paid for a premium account and it was accepted but I still have a free account, thanks",Premium_Subscription
My email and Spotify were hacked. The hacker changed the passwords to both. Can you recover my account or cancel my premium.,Account_Security
I am unable to log in. My Facebook account's e-mail address is __email__ I have a Premium. Please help ASAP!,Login_Issue
I was browsing a certain artist and noticed a song missing that was previously there. Why was it removed?,Music_Content
I have been charged for premium membership but it shows that I don't have premium.,Payment_Refund
"Hi there, Can't accept Family plan invite, Saying I need to get person to resend it, Done that 3 times with no luck still.",Family_Student_Plan
Hi. I'm having issues joining a family plan. Can you please assist to check? Email: __email__,Family_Student_Plan
"tried to upgrade to student premium, I got charged but it still says I'm not premium and can't log in (im out of US)",Payment_Refund
"your Mac based app is terrible, slow and constantly crashes. Latest updates have done nothing to improve it",App_Technical
Hey why does my app crash every time press 'Share' 🤔 I wanna bring the music to the people dem.,App_Technical
"Sending a Family Invite to my son, he gets email but clicking the link he gets ""Unable to join this Family plan. Try again...""",Family_Student_Plan
I need help adding my brother to my family plan. The system won't accept the invite.,Family_Student_Plan
error: Unable to join this Family plan. Why ??,Family_Student_Plan
Hello. I have been charged twice for my Spotify Premium+Headspace subscription this month. Can you fix it?,Payment_Refund
can't login now because I set the app to offline mode before the update... Hitting connect won't do anything 😱,Downloads_Offline
Why Can i not invite My sister to the family Spotify premium? It just says that she is unable to Join the family plan?,Family_Student_Plan
"I paid for 1yr of Premium 2 days ago, today it changed itself to Free. Can't get it back to Premium. Help!",Premium_Subscription
what have Daft Punk done to upset you?? Can't play any of their songs. Please do not tell me they're leaving!?!,Playback_Issue
"Hi! I paid premium for a year, I've gotten the receipt on my email. I only got premium for 3 days before it went back to free",Premium_Subscription
I’m getting an error message when I try to accept the family plan invite from my wife. Any thoughts?,Family_Student_Plan
Put Acid Rap on Spotify please,Music_Content
feature request: offline mode for radio generated playlists,Downloads_Offline
having trouble adding people to the family plan. pls help!,Family_Student_Plan
. my acct was hacked + acct email changed so I am currently locked out- top notch security over there! Please get in touch!,Account_Security
please cancel my account immediately. It has been hacked.,Account_Security
my daughter is getting an error trying to accept her family invite. What’s up?,Family_Student_Plan
why were all my downloads removed after a restart of my phone? #BigFail,Downloads_Offline
Hi what is code 3? Can't accept family invite!,Family_Student_Plan
"Hey I have problem. I have created a spotify family plan and I've tried to invite my Roommate. When he clicks on the link in the email, this appears. We have tried everything, but it always appears. This also happens when my sister tries to join. What can we do??",Family_Student_Plan
hi I am trying to add a family member on my family package but they are unable to accept their invitation despite many requests?!?,Family_Student_Plan
can you create a option that will shuffle play all our saved playlists for days I can’t decide what playlist I’m feeling 🙈,Playback_Issue
Hey my android version of the app randomly pauses on its own. Just thought I'd report the bug.,App_Technical
One by one. And I would have to do this each time I just to add one song.,Music_Content
I'm trying to update my payment method and it keeps returning me to student premium. Help!,Family_Student_Plan
I just bought the yearly subscription for my account. The transaction went through and my premium is still not working,Premium_Subscription
referral code for premium family member not working!!! 😡😡😡,Family_Student_Plan
Thanks you guys didn't have my school as an option for the student premium but you still charged me $4.99. Tnx,Family_Student_Plan
can you please add a feature to easily view song lyrics within phone app? 😀,Music_Content
"I just subscribed, and was charged twice. Can't verify the premium student account either. Stuck on free version. What do I do?",Payment_Refund
my account got hacked. I've sent an email to __email__ didn't get a case number.. Help please,Account_Security
hello I’ve been charges full prem price when I have the UNiDAYS discount how can I rectify this 🙂,Family_Student_Plan
I don't mind the shuffle feature but not being able to play songs is a bit futile in terms of having the app. Thanks for the help tho!! 😊,Playback_Issue
"Can please sort my songs from my profile missing, my people need it 🤷🏽‍♂️👀",Music_Content
"Hello, I am trying to add a family member to my premium subscription, and am having problems. Who can I contact to discuss?",Family_Student_Plan
i cant login or even make a new account to listen to my playlists,Login_Issue
if you become a student and already have account how can you get the student discount?,Family_Student_Plan
my Spotify app is not working on my PlayStation 4 I’m having trouble connecting to the servers help HELP,App_Technical
. you should offer your Hulu/Spotify student discount to teachers too.. we need it more than they do 💁🏻,Family_Student_Plan
"struggling to add a family member when following the link on email. Saying not recognised, Any help appreciated",Family_Student_Plan
how to cancel my premium subscription if I can't login in because I don't have login information,Login_Issue
iv a new account but it won't allow me to log in on the apps (just the web server version). can't log in on phone or laptop,Login_Issue
you guys overcharged me twice for the student discount this month!,Payment_Refund
I cannot log into my account to share my family plan with my family. It won’t let me log into FB or with my email. HALP!,Family_Student_Plan
I have a new premium family account. How do my family set up on their devices if they have lost the email with the set up?,Family_Student_Plan
"hi i constantly get ""cant play current song"" when i try to play from my Win10 pc to bluetooth, without fail.",Playback_Issue
"Hi, how come most of the song in the Top 10 France are not available on Spotify UK ? Thanks.",Music_Content
Can you PLEASE add an explicit filter to Spotify? I really don't understand how this hasn't happened yet...,Feature_Request
please put ‘without you’ by spooky black on spotify,Music_Content
I'm a student again and would like to apply the student discount to my current Spotify account. How is that possible?,Family_Student_Plan
My Premium account (created with FB) is being hacked and being used right now! What can I do?! I can't block somone or change PW!!,Account_Security
"No error, just when I press the shuffle play button to the Imagine Dragons album it does not want to play. The device is my iPhone 5SE",Playback_Issue
Someone hacked my account... changed the email address and now I can't access my tunes. Can you please help?,Account_Security
why can I not use PayPal to pay for student premium???,Family_Student_Plan
"my account is premium but the app on my phone is still like a free account, help :(",Premium_Subscription
